;0
 0.5°C;258
 1°C;814
 1.5°C;3841
 2°C;2475
 2.5°C;217
 3°C;569
 3.5°C;92
 4°C;802
 4.5°C;199
 5°C;218
 5.5°C;31
 6°C;104
 6.5°C;2
 7°C;41
 7.5°C;1
 8°C;38
 8.5°C;0
 9°C;17
 9.5°C;0
 10°C;84
