;0
 0.5°C;88
 1°C;295
 1.5°C;645
 2°C;531
 2.5°C;46
 3°C;138
 3.5°C;17
 4°C;204
 4.5°C;24
 5°C;73
 5.5°C;11
 6°C;17
 6.5°C;1
 7°C;9
 7.5°C;0
 8°C;5
 8.5°C;0
 9°C;3
 9.5°C;0
 10°C;13
