;0
 0.5°C;1
 1°C;6
 1.5°C;0
 2°C;3
 2.5°C;2
 3°C;5
 3.5°C;9
 4°C;0
 4.5°C;10
 5°C;3
 5.5°C;4
 6°C;0
 6.5°C;0
 7°C;0
 7.5°C;0
 8°C;1
 8.5°C;0
 9°C;0
 9.5°C;0
 10°C;3
