;0
 0.5°C;5
 1°C;45
 1.5°C;3
 2°C;39
 2.5°C;1
 3°C;25
 3.5°C;4
 4°C;12
 4.5°C;3
 5°C;3
 5.5°C;1
 6°C;3
 6.5°C;1
 7°C;1
 7.5°C;0
 8°C;1
 8.5°C;0
 9°C;0
 9.5°C;0
 10°C;1
