;0
 0.5°C;0
 1°C;0
 1.5°C;3
 2°C;1
 2.5°C;0
 3°C;1
 3.5°C;0
 4°C;0
 4.5°C;1
 5°C;1
 5.5°C;0
 6°C;0
 6.5°C;0
 7°C;0
 7.5°C;0
 8°C;1
 8.5°C;0
 9°C;2
 9.5°C;0
 10°C;0
