;0
 0.5°C;1
 1°C;8
 1.5°C;7
 2°C;65
 2.5°C;6
 3°C;8
 3.5°C;0
 4°C;9
 4.5°C;1
 5°C;0
 5.5°C;0
 6°C;1
 6.5°C;0
 7°C;0
 7.5°C;0
 8°C;0
 8.5°C;0
 9°C;0
 9.5°C;0
 10°C;0
