;0
 0.5°C;7
 1°C;15
 1.5°C;104
 2°C;65
 2.5°C;2
 3°C;6
 3.5°C;3
 4°C;6
 4.5°C;0
 5°C;3
 5.5°C;1
 6°C;6
 6.5°C;0
 7°C;1
 7.5°C;0
 8°C;0
 8.5°C;0
 9°C;1
 9.5°C;0
 10°C;1
