;0
 0.5°C;4
 1°C;20
 1.5°C;268
 2°C;148
 2.5°C;3
 3°C;36
 3.5°C;1
 4°C;68
 4.5°C;1
 5°C;6
 5.5°C;0
 6°C;0
 6.5°C;1
 7°C;0
 7.5°C;0
 8°C;2
 8.5°C;0
 9°C;0
 9.5°C;0
 10°C;1
