;0
 0.5°C;2
 1°C;46
 1.5°C;14
 2°C;294
 2.5°C;7
 3°C;41
 3.5°C;8
 4°C;270
 4.5°C;0
 5°C;10
 5.5°C;1
 6°C;6
 6.5°C;0
 7°C;4
 7.5°C;0
 8°C;3
 8.5°C;0
 9°C;0
 9.5°C;0
 10°C;4
