;0
 0.5°C;5
 1°C;43
 1.5°C;5
 2°C;42
 2.5°C;1
 3°C;32
 3.5°C;3
 4°C;13
 4.5°C;3
 5°C;3
 5.5°C;0
 6°C;3
 6.5°C;0
 7°C;1
 7.5°C;0
 8°C;0
 8.5°C;0
 9°C;0
 9.5°C;0
 10°C;0
