;0
 0.5°C;7
 1°C;16
 1.5°C;11
 2°C;17
 2.5°C;9
 3°C;8
 3.5°C;5
 4°C;7
 4.5°C;24
 5°C;5
 5.5°C;4
 6°C;1
 6.5°C;0
 7°C;1
 7.5°C;0
 8°C;7
 8.5°C;0
 9°C;1
 9.5°C;0
 10°C;9
