;0
 0.5°C;12
 1°C;36
 1.5°C;8
 2°C;91
 2.5°C;8
 3°C;57
 3.5°C;5
 4°C;30
 4.5°C;16
 5°C;17
 5.5°C;9
 6°C;6
 6.5°C;0
 7°C;4
 7.5°C;1
 8°C;0
 8.5°C;0
 9°C;1
 9.5°C;0
 10°C;1
